strategy,symbol,timeframe,direction,signal_time,entry_time,exit_time,entry_price,stop,target,exit_price,size,risk_amount,gross_pnl,commission,net_pnl,r_multiple,exit_reason,hold_bars,equity_after
scalp_sniper,XAUUSD,1min,LONG,2026-07-03T11:32:00,2026-07-03T11:33:00,2026-07-03T11:52:00,4184.93400000,4181.944697300,4189.3496054000,4181.694697300,33.45261756194847714819914357,100.00,-108.3631543904871192870497859,11.19975972991962306125773078,-119.5629141204067423483075167,-1.195629141204067423483075167,stop,19,9880.437085879593257651692483
scalp_sniper,XAUUSD,1min,SHORT,2026-07-03T13:45:00,2026-07-03T13:46:00,2026-07-03T14:07:00,4166.74700000,4169.149067540,4162.1798649200,4162.3298649200,41.13305276120418020240884852,98.80437085879593257651692483,181.6902502990058474147016253,13.71128193548713873966771698,167.9789683635187086750339083,1.700116775234388288682340714,target,21,10048.41605424311196632672639
scalp_sniper,XAUUSD,1min,SHORT,2026-07-06T08:44:00,2026-07-06T08:45:00,2026-07-06T09:30:00,4149.01900000,4154.103577360,4139.3298452800,4139.4798452800,19.76253942617388353852625106,100.4841605424311196632672639,188.5179212463726926972629896,6.559612125395563208410611812,181.9583091209771294888523778,1.810815835438483720896715789,target,45,10230.37436336408909581557877
scalp_sniper,XAUUSD,1min,LONG,2026-07-06T11:00:00,2026-07-06T11:01:00,2026-07-06T11:01:00,4156.05500000,4152.972603700,4161.9257926000,4152.722603700,33.18967896296815920722322036,102.3037436336408909581557877,-110.6011633743829307599615928,11.03505049619509063311808809,-121.6362138705780213930796809,-1.188971288344720631801952267,stop,0,10108.73814949351107442249909
scalp_sniper,XAUUSD,1min,SHORT,2026-07-06T12:36:00,2026-07-06T12:37:00,2026-07-06T13:02:00,4140.92400000,4146.320462760,4130.9410744800,4146.570462760,18.73215585665138746259503344,101.0873814949351107442249909,-105.7704204590979576098737493,6.205474700683863198172710100,-111.9758951597818208080464594,-1.107713875894512797490332353,stop,25,9996.762254333729253614452631
scalp_sniper,XAUUSD,1min,SHORT,2026-07-07T08:48:00,2026-07-07T08:49:00,2026-07-07T08:53:00,4128.33300000,4131.179031650,4122.9679367000,4123.1179367000,35.12526733261637920862353246,99.96762254333729253614452631,183.1804925690165721897756276,11.60070402104497397019795309,171.5797885479715982195776745,1.716353597121802914595134597,target,4,10168.34204288170085183403031
scalp_sniper,XAUUSD,1min,LONG,2026-07-07T10:18:00,2026-07-07T10:19:00,2026-07-07T11:35:00,4136.51300000,4131.655041920,4146.2769161600,4146.1269161600,20.93130874213245753622071253,101.6834204288170085183403031,201.2318473659365063679860935,6.926610457507564665641995860,194.3052369084289417023440976,1.910884154850508714146829360,target,76,10362.64727979012979353637441
scalp_sniper,XAUUSD,1min,SHORT,2026-07-08T07:05:00,2026-07-08T07:06:00,2026-07-08T07:31:00,4118.57700000,4124.096057360,4108.0698852800,4124.346057360,18.77611810106305869873469554,103.6264727979012979353637441,-108.3205023231670626100474180,6.186471052825759128500691692,-114.5069733759928217385481097,-1.104997307003890244039790157,stop,25,10248.14030641413697179782630
scalp_sniper,XAUUSD,1min,SHORT,2026-07-08T07:36:00,2026-07-08T07:37:00,2026-07-08T07:44:00,4118.81200000,4126.224659180,4104.2686816400,4126.474659180,13.82518750364850441133842376,102.4814030641413697179782630,-105.9376999400534958208128689,4.555467855382200300117890868,-110.4931677954356961209307598,-1.078177742417128100040342068,stop,7,10137.64713861870127567689554
scalp_sniper,XAUUSD,1min,LONG,2026-07-08T13:05:00,2026-07-08T13:06:00,2026-07-08T13:10:00,4081.30200000,4071.496086775,4100.8178264500,4071.246086775,10.33829986662838460481776856,101.3764713861870127567689554,-103.9610463528441089079733976,3.375497913781612747552957476,-107.3365442666257216555263551,-1.058791480892387766362270660,stop,4,10030.31059435207555402136918
