strategy,symbol,timeframe,fold,is_len,oos_len,oos_trades,oos_win_rate,oos_profit_factor,oos_expectancy_r,oos_total_r,params
gold_zigzag_reversal_daily,XAUUSD,15min,37,1000,300,6,0.0000,0.0,-1.1231,-6.7385,
gold_zigzag_reversal_daily,XAUUSD,15min,38,1000,300,3,0.0000,0.0,-1.1108,-3.3324,
gold_zigzag_reversal_daily,XAUUSD,15min,39,1000,300,4,0.2500,0.49770713881914336,-0.3921,-1.5685,
gold_zigzag_reversal_daily,XAUUSD,15min,40,1000,300,7,0.1429,0.76011212529184,-0.2072,-1.4502,
gold_zigzag_reversal_daily,XAUUSD,15min,41,1000,300,4,0.0000,0.0,-0.8418,-3.3672,
gold_zigzag_reversal_daily,XAUUSD,15min,42,1000,300,4,0.0000,0.0,-0.8954,-3.5815,
gold_zigzag_reversal_daily,XAUUSD,15min,43,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal_daily,XAUUSD,15min,44,1000,300,4,0.7500,10.109441120832127,2.4929,9.9717,
gold_zigzag_reversal_daily,XAUUSD,15min,45,1000,300,1,1.0000,inf,1.3346,1.3346,
gold_zigzag_reversal_daily,XAUUSD,15min,46,1000,300,8,0.2500,0.49628300570213824,-0.3961,-3.1688,
gold_zigzag_reversal_daily,XAUUSD,15min,47,1000,300,4,0.5000,1.7065252250069494,0.3976,1.5902,
gold_zigzag_reversal_daily,XAUUSD,15min,48,1000,300,8,0.3750,1.561394777322272,0.3986,3.1885,
gold_zigzag_reversal_daily,XAUUSD,15min,49,1000,300,3,0.3333,1.4837029099988148,0.3490,1.0469,
gold_zigzag_reversal_daily,XAUUSD,15min,50,1000,300,3,0.0000,0.0,-1.0218,-3.0655,
gold_zigzag_reversal_daily,XAUUSD,15min,51,1000,300,6,0.1667,1.2156278433295638,0.2277,1.3664,
gold_zigzag_reversal_daily,XAUUSD,15min,52,1000,300,4,0.0000,0.0,-1.0823,-4.3290,
gold_zigzag_reversal_daily,XAUUSD,15min,53,1000,300,3,0.3333,2.0479576335569734,0.7782,2.3345,
gold_zigzag_reversal_daily,XAUUSD,15min,54,1000,300,2,0.5000,3.392917303289235,1.2617,2.5235,
gold_zigzag_reversal_daily,XAUUSD,15min,55,1000,300,4,0.5000,5.556115896096439,2.4768,9.9071,
gold_zigzag_reversal_daily,XAUUSD,15min,56,1000,300,4,0.0000,0.0,-0.8103,-3.2413,
gold_zigzag_reversal_daily,XAUUSD,15min,57,1000,300,5,0.4000,1.9972336264515633,0.6916,3.4578,
gold_zigzag_reversal_daily,XAUUSD,15min,58,1000,300,3,0.0000,0.0,-0.7844,-2.3532,
gold_zigzag_reversal_daily,XAUUSD,15min,59,1000,300,4,0.2500,1.7312646572958275,0.6146,2.4585,
gold_zigzag_reversal_daily,XAUUSD,15min,60,1000,300,7,0.4286,2.9752474442065777,1.0207,7.1448,
gold_zigzag_reversal_daily,XAUUSD,15min,61,1000,300,2,0.0000,0.0,-1.0534,-2.1067,
gold_zigzag_reversal_daily,XAUUSD,15min,62,1000,300,8,0.1250,0.3509121184856196,-0.6217,-4.9735,
gold_zigzag_reversal_daily,XAUUSD,15min,63,1000,300,2,0.5000,2.42891887851813,0.7791,1.5582,
gold_zigzag_reversal_daily,XAUUSD,15min,64,1000,300,4,0.0000,0.0,-1.0857,-4.3427,
gold_zigzag_reversal_daily,XAUUSD,15min,65,1000,300,3,0.3333,1.5728710621442459,0.4390,1.3170,
gold_zigzag_reversal_daily,XAUUSD,15min,66,1000,300,6,0.3333,1.679879734730049,0.4805,2.8829,
gold_zigzag_reversal_daily,XAUUSD,15min,67,1000,300,3,1.0000,inf,3.0573,9.1720,
gold_zigzag_reversal_daily,XAUUSD,15min,68,1000,300,3,0.3333,1.7932103390651106,0.5959,1.7876,
gold_zigzag_reversal_daily,XAUUSD,15min,69,1000,300,5,0.2000,1.0997370145347605,0.0801,0.4004,
gold_zigzag_reversal_daily,XAUUSD,15min,70,1000,300,1,1.0000,inf,3.3687,3.3687,
gold_zigzag_reversal_daily,XAUUSD,15min,71,1000,300,3,0.6667,5.186736368024815,1.5771,4.7314,
gold_zigzag_reversal_daily,XAUUSD,15min,72,1000,300,1,1.0000,inf,5.7351,5.7351,
gold_zigzag_reversal_daily,XAUUSD,15min,73,1000,300,7,0.0000,0.0,-1.0901,-7.6306,
gold_zigzag_reversal_daily,XAUUSD,15min,74,1000,300,2,0.5000,5.2621253718975005,2.4644,4.9289,
gold_zigzag_reversal_daily,XAUUSD,15min,75,1000,300,8,0.2500,0.5084701547656111,-0.3958,-3.1665,
gold_zigzag_reversal_daily,XAUUSD,15min,76,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal_daily,XAUUSD,15min,77,1000,300,3,0.3333,4.255322349227327,2.6511,7.9533,
gold_zigzag_reversal_daily,XAUUSD,15min,78,1000,300,1,0.0000,0.0,-1.0424,-1.0424,
gold_zigzag_reversal_daily,XAUUSD,15min,79,1000,300,3,0.3333,1.0296930307957253,0.0333,0.0998,
gold_zigzag_reversal_daily,XAUUSD,15min,80,1000,300,3,0.0000,0.0,-1.0886,-3.2657,
gold_zigzag_reversal_daily,XAUUSD,15min,81,1000,300,1,0.0000,0.0,-1.0735,-1.0735,
gold_zigzag_reversal_daily,XAUUSD,15min,82,1000,300,4,0.0000,0.0,-1.0661,-4.2645,
gold_zigzag_reversal_daily,XAUUSD,15min,83,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal_daily,XAUUSD,15min,84,1000,300,4,0.5000,2.249630977809514,0.6945,2.7782,
gold_zigzag_reversal_daily,XAUUSD,15min,85,1000,300,1,0.0000,0.0,-1.0784,-1.0784,
gold_zigzag_reversal_daily,XAUUSD,15min,86,1000,300,3,0.6667,7.842514879944979,2.6083,7.8249,
gold_zigzag_reversal_daily,XAUUSD,15min,87,1000,300,4,0.2500,2.4343107160569346,0.8406,3.3626,
gold_zigzag_reversal_daily,XAUUSD,15min,88,1000,300,6,0.6667,3.8391748025572334,1.0336,6.2013,
gold_zigzag_reversal_daily,XAUUSD,15min,89,1000,300,4,0.2500,3.0720504225629575,1.7721,7.0883,
gold_zigzag_reversal_daily,XAUUSD,15min,90,1000,300,1,0.0000,0.0,-1.0699,-1.0699,
gold_zigzag_reversal_daily,XAUUSD,15min,91,1000,300,5,0.0000,0.0,-1.0400,-5.1998,
gold_zigzag_reversal_daily,XAUUSD,15min,92,1000,300,2,0.5000,2.313540894441901,0.7311,1.4621,
gold_zigzag_reversal_daily,XAUUSD,15min,93,1000,300,5,0.2000,1.504281112731602,0.4112,2.0558,
gold_zigzag_reversal_daily,XAUUSD,15min,94,1000,300,2,0.5000,3.048453806095432,1.0849,2.1698,
gold_zigzag_reversal_daily,XAUUSD,15min,95,1000,300,3,0.3333,0.4672050730851263,-0.3699,-1.1096,
gold_zigzag_reversal_daily,XAUUSD,15min,96,1000,300,5,0.4000,0.9781777210362451,-0.0019,-0.0096,
gold_zigzag_reversal_daily,XAUUSD,15min,97,1000,300,4,0.0000,0.0,-1.0663,-4.2653,
gold_zigzag_reversal_daily,XAUUSD,15min,98,1000,300,5,0.2000,2.1434694031662724,0.8738,4.3688,
